-0.2017	3.02388	0	0	-0.2017	3.02388	0	2.75	0	1
-0.116112	3.0394	0.212718	0.038566	-0.1161	3.0394	-0.022	3.0991	-0.1097	0.994
-0.114791	3.43526	-0.00451457	1.55043	-0.11795	3.21214	-0.0938	3.4924	-0.2334	0.9724
-0.221745	3.85685	-0.332814	1.02633	-0.2356	3.822	-0.2143	3.8735	-0.3535	0.9354
-0.432558	4.21975	-0.507064	0.521528	-0.45714	4.3966	-0.3817	4.2365	-0.4679	0.8838
-0.6084	4.64004	-0.433748	1.12165	-0.6069	4.6799	-0.5932	4.5757	-0.575	0.8181
-0.922854	4.94801	-0.795489	0.654828	-0.936096	4.94457	-0.8456	4.8857	-0.673	0.7396
-1.12858	5.20826	-0.497035	0.646065	-1.1171	5.2063	-1.1348	5.1616	-0.7604	0.6494
-1.80459	5.24417	-1.88482	0.507328	-1.75474	4.93852	-1.4564	5.3991	-0.8358	0.549
-1.84499	5.54777	-0.0542161	0.739247	-1.7769	5.5495	-1.8051	5.5945	-0.898	0.4399
-2.2072	5.86431	-0.816737	0.330199	-2.36301	6.11587	-2.1756	5.7445	-0.9461	0.3239
-2.53401	5.9449	-0.811894	0.185621	-2.5325	5.9356	-2.562	5.847	-0.9792	0.2028
-2.97368	5.76927	-1.26816	-0.175345	-2.88434	5.53754	-2.9582	5.9002	-0.9969	0.0785
-3.5175	5.74114	-1.36759	-0.0537624	-3.5231	5.7498	-3.3579	5.9033	-0.9989	-0.0471
-3.72515	5.87671	-0.630883	0.611769	-3.56386	5.7532	-3.7549	5.8563	-0.9851	-0.1719
-4.14142	5.96334	-1.00612	0.234635	-4.1522	5.949	-4.1429	5.76	-0.9558	-0.294
-4.38878	5.91988	-0.419771	-0.3606	-4.42464	5.97758	-4.5157	5.6157	-0.9114	-0.4115
-5.08548	5.31283	-1.60395	-1.42394	-5.1203	5.2763	-4.8675	5.4259	-0.8526	-0.5225
-5.35739	5.1416	-0.608625	-0.3528	-5.25417	5.20183	-5.1927	5.1935	-0.7804	-0.6252
-5.49729	5.08157	-0.35328	-0.178919	-5.4863	5.0849	-5.4863	4.9222	-0.6959	-0.7181
-5.63111	4.50226	-0.634852	-1.27557	-5.39483	4.239	-5.7435	4.6162	-0.6004	-0.7997
-6.03734	4.27091	-1.11103	-0.534264	-6.0749	4.314	-5.9603	4.2804	-0.4955	-0.8686
-6.09871	3.96825	-0.233481	-0.678267	-5.88871	3.85972	-6.1333	3.92	-0.3827	-0.9239
-6.21233	3.60345	-0.264045	-0.896597	-6.2107	3.5951	-6.2599	3.5408	-0.2639	-0.9646
-6.10789	3.40332	0.244199	-0.4409	-6.01702	3.40125	-6.3378	3.1487	-0.1409	-0.99
-6.29405	2.82252	-0.457016	-1.36293	-6.324	2.7961	-6.3661	2.75	-0.0157	-0.9999
-6.30796	2.31072	0.00795909	-1.27698	-6.25519	2.30598	-6.3441	2.3509	0.1097	-0.994
-6.36633	1.87297	-0.174861	-1.09798	-6.3797	1.8812	-6.2723	1.9576	0.2334	-0.9724
-6.35608	1.74327	0.385241	-0.342425	-6.50574	1.83694	-6.1518	1.5765	0.3535	-0.9355
-6.23459	1.26464	0.317255	-1.16094	-6.2341	1.2365	-5.9844	1.2135	0.4679	-0.8838
-6.09792	1.07197	0.0640901	-0.395264	-5.95143	1.09154	-5.7729	0.8743	0.575	-0.8182
-5.73873	0.704204	1.01707	-0.907888	-5.6737	0.683	-5.5205	0.5643	0.673	-0.7396
-5.25359	0.353639	0.878734	-0.852224	-5.04478	0.344045	-5.2312	0.2884	0.7604	-0.6495
-4.98504	0.0902203	0.643442	-0.653066	-5.001	0.0979	-4.9097	0.0509	0.8358	-0.549
-4.41923	-0.0950948	1.29759	-0.456788	-4.21037	-0.0883999	-4.5609	-0.1444	0.898	-0.44
-4.06887	-0.302887	0.818635	-0.53192	-4.101	-0.3065	-4.1904	-0.2945	0.9461	-0.3239
-3.67615	-0.286044	0.802919	0.0545731	-3.5345	-0.267338	-3.804	-0.397	0.9792	-0.2028
-3.44414	-0.195312	0.550325	0.255623	-3.4601	-0.1879	-3.4079	-0.4502	0.9969	-0.0785
-3.29122	-0.505227	0.110756	-0.848179	-3.1589	-0.514945	-3.0081	-0.4533	0.9989	0.0471
-2.64838	-0.538015	1.80633	0.0802354	-2.5344	-0.4976	-2.6112	-0.4063	0.9851	0.1719
-2.14443	-0.319846	1.23013	0.576776	-2.20127	-0.302786	-2.2232	-0.31	0.9558	0.294
-1.63735	0.157633	1.24466	1.39384	-1.6319	0.1958	-1.8504	-0.1657	0.9114	0.4115
-1.47829	0.120808	0.167066	-0.0769871	-1.18863	0.0570893	-1.4986	0.0241	0.8527	0.5225
-1.32912	-0.0412029	0.375783	-0.491943	-1.3126	-0.065	-1.1734	0.2565	0.7804	0.6252
-1.12528	0.655545	-0.123744	1.74261	-0.461832	0.267683	-0.8798	0.5278	0.6959	0.7181
-0.854431	0.696228	0.864223	-0.570175	-0.7987	0.591	-0.6226	0.8338	0.6004	0.7997
-0.672618	1.08194	0.204847	1.25744	-0.427124	1.23407	-0.4058	1.1697	0.4955	0.8686
