-0.034064	2.9355	0	0	-0.034064	2.9355	-0.0118	2.9997	-0.0785	0.9969
-0.0535145	3.82735	-0.0185929	0.621995	-0.0565527	3.84588	-0.1797	3.7797	-0.3239	0.9461
-0.474171	4.36764	-0.685964	0.715583	-0.480856	4.35362	-0.5364	4.4935	-0.549	0.8358
-0.936974	4.76263	-0.715913	0.879534	-0.880267	4.47321	-1.0593	5.0961	-0.7396	0.673
-1.6781	5.36858	-0.99016	0.481897	-1.70876	5.45618	-1.7157	5.5498	-0.8838	0.4679
-2.3328	5.63721	-0.731985	0.244897	-2.31901	5.60328	-2.4643	5.8259	-0.9724	0.2334
-3.2752	6.00893	-1.18007	0.142024	-3.45755	6.2945	-3.258	5.9073	-0.9999	-0.0157
-4.04597	5.97161	-0.673389	-0.375845	-4.09702	6.04286	-4.0471	5.7886	-0.9646	-0.2639
-4.93459	5.56955	-1.05417	-0.844658	-5.10385	5.72843	-4.7818	5.4775	-0.8686	-0.4955
-5.41031	4.93458	-0.408037	-0.800616	-5.35927	4.88655	-5.4161	4.9934	-0.7181	-0.6959
-6.00228	4.34145	-0.572189	-0.958744	-6.24115	4.49524	-5.9101	4.3668	-0.5225	-0.8526
-6.28605	3.69247	-0.136722	-0.800138	-6.31993	3.71393	-6.2327	3.6371	-0.2941	-0.9558
-6.34046	2.79023	-0.291392	-1.15551	-6.15409	2.7121	-6.3637	2.85	-0.0471	-0.9989
-6.14522	2.5654	0.555931	0.0933619	-6.10246	2.5427	-6.2949	2.055	0.2028	-0.9792
-6.21723	1.60188	-0.561867	-1.74126	-6.10738	1.52953	-6.0305	1.3022	0.4399	-0.898
-5.84034	0.641856	0.577197	-1.22753	-5.53186	0.565614	-5.5872	0.6388	0.6494	-0.7604
-5.00315	0.366389	0.949391	0.102761	-4.66707	0.31219	-4.9928	0.1064	0.8181	-0.575
-4.62996	-0.294592	0.356385	-1.42147	-4.74301	-0.377353	-4.2848	-0.2614	0.9354	-0.3535
-3.98455	-0.409225	0.726317	0.346418	-3.643	-0.467729	-3.5075	-0.4416	0.994	-0.1098
-3.24674	-0.555829	0.749917	-0.459657	-3.0932	-0.51758	-2.7098	-0.4228	0.99	0.1409
-2.34436	-0.117695	0.445685	0.692903	-1.70185	-0.166789	-1.9419	-0.2062	0.9239	0.3827
-1.38245	0.0141053	0.710853	0.157547	-0.803997	0.0608923	-1.2519	0.1946	0.7997	0.6004
-0.973293	0.729368	0.308574	1.45651	-0.73055	0.817148	-0.6833	0.7543	0.6253	0.7804
-0.266141	1.67089	1.20949	1.23154	-0.277314	1.41294	-0.2717	1.4379	0.4115	0.9114
-0.209833	2.43263	-0.722663	1.15092	-0.0906057	2.0484	-0.0431	2.2024	0.172	0.9851
0.0986161	3.21774	1.08848	1.41126	0.0372898	2.80435	0.0039	2.9999	0.0471	0.9989
0.242174	3.97833	-0.382501	0.869473	0.284918	3.7518	0.1473	3.7848	0.2941	0.9558
0.557003	4.32676	0.830132	0.523576	0.49108	4.06938	0.4813	4.5094	0.5225	0.8526
0.965817	4.82042	0.417093	0.925657	0.936853	4.70381	0.9851	5.1282	0.7181	0.6959
1.6811	5.79217	1.08679	0.621952	1.83771	6.21959	1.6269	5.6023	0.8686	0.4954
2.77364	5.84032	1.67112	-0.0660123	2.67092	5.64557	2.3664	5.9018	0.9646	0.2638
3.36708	6.09308	0.456696	0.658784	3.27708	5.9449	3.1572	6.008	0.9999	0.0157
3.89028	5.82944	0.772152	-0.394753	3.66638	5.55242	3.9496	5.9142	0.9724	-0.2335
4.67384	5.62355	1.04894	-0.169784	4.7088	5.66139	4.6938	5.6263	0.8838	-0.468
5.2686	5.53408	0.486823	-0.201291	5.29479	5.56306	5.343	5.1624	0.7396	-0.673
6.15573	4.60051	1.57068	-1.38892	5.95875	4.44396	5.8564	4.5516	0.549	-0.8358
6.56378	4.19558	0.453815	-0.144415	6.33969	4.03231	6.2018	3.8324	0.3239	-0.9461
6.72516	3.41379	-0.0395548	-1.33593	6.63154	3.38697	6.3574	3.0498	0.0784	-0.9969
6.87883	2.44716	0.416885	-1.09878	6.87919	2.45046	6.3136	2.2531	-0.1719	-0.9851
6.2285	1.3577	-0.602672	-1.41467	5.52811	1.21937	6.073	1.4923	-0.4115	-0.9114
5.73296	1.06963	-0.403862	0.0996391	5.59596	1.06925	5.6507	0.8153	-0.6253	-0.7804
5.36429	0.0390881	-0.1721	-1.82341	5.07225	0.0598553	5.0734	0.2645	-0.7997	-0.6004
4.88124	-0.00156761	-0.29975	0.561404	4.44018	-0.108362	4.3772	-0.1253	-0.9239	-0.3827
3.74096	-0.495661	-0.733336	-0.631552	3.00021	-0.266214	3.606	-0.3298	-0.99	-0.1409
3.37514	-0.46196	-0.00841727	0.345627	3.25076	-0.426319	2.8081	-0.3361	-0.994	0.1097
2.4457	-0.224804	-1.42482	0.38933	2.07873	-0.17042	2.0337	-0.1437	-0.9354	0.3535
1.43503	0.272974	-1.09317	0.781745	1.41457	0.289547	1.3315	0.2352	-0.8181	0.575
0.743297	0.812604	-0.278801	1.23369	0.485609	0.521793	0.7456	0.7768	-0.6494	0.7604
0.385866	1.77352	-0.63007	1.03483	0.40303	1.8368	0.3128	1.4471	-0.4399	0.898
0.188576	2.40337	0.0545144	0.816533	0.157198	2.25182	0.0603	2.204	-0.2028	0.9792
